ROW,ROW_BUS,COLUMN,COLUMN_BUS,REAL,IMAGINARY
0,57,0,57,40.28738333445244,-1615.71018893439873
1,10,0,57,-40.28738333445244,1638.35358893439866
0,57,1,10,-40.28738333445244,1638.35358893439866
1,10,1,10,68.96605826928271,-32717.74218766464037
50,9,1,10,-18.88016992152930,686.76618089562817
53,6,1,10,-9.79675501330098,388.10221783461571
120,59,1,10,-0.00000000000000,30000.00000000000000
2,3,2,3,13.91391461030604,-526.38976373059882
53,6,2,3,-13.91391461030604,527.33736373059878
3,105,3,105,0.00000000000000,-1000.00000000000000
4,5,3,105,-0.00000000000000,1000.00000000000000
3,105,4,5,-0.00000000000000,1000.00000000000000
4,5,4,5,6.71791622453108,-1259.29972116571116
9,7,4,5,-6.71791622453108,247.03610116571116
5,104,5,104,0.00000000000000,-1000.00000000000000
6,4,5,104,-0.00000000000000,1000.00000000000000
5,104,6,4,-0.00000000000000,1000.00000000000000
6,4,6,4,20.59459568932248,-1779.60186019299181
9,7,6,4,-9.35800936424804,353.10888667762589
53,6,6,4,-11.23658632507444,432.60857351536600
7,128,7,128,0.00000000000000,-1000.00000000000000
8,28,7,128,-0.00000000000000,1000.00000000000000
7,128,8,28,-0.00000000000000,1000.00000000000000
8,28,8,28,101.77081213108080,-33014.93532019539998
9,7,8,28,-0.00000000000000,30000.00000000000000
23,31,8,28,-101.77081213108080,2015.06208019539986
4,5,9,7,-6.71791622453108,247.03610116571116
6,4,9,7,-9.35800936424804,353.10888667762589
8,28,9,7,-0.00000000000000,30000.00000000000000
9,7,9,7,26.20311857690985,-30938.08887567255442
10,8,9,7,-10.12544298813073,335.26466782921750
9,7,10,8,-10.12544298813073,335.26466782921750
10,8,10,8,31.60858147657823,-31101.75001946919292
50,9,10,8,-12.94350161544857,446.05297874776608
51,29,10,8,-0.00000000000000,30000.00000000000000
53,6,10,8,-8.53788687299894,326.57417289220922
11,140,11,140,0.00000000000000,-1000.00000000000000
21,40,11,140,-0.00000000000000,1000.00000000000000
12,41,12,41,25.77796685237614,-491.06055481002528
17,42,12,41,-10.76728617574084,152.61457796919620
21,40,12,41,-15.01068067663530,339.47231684082908
13,145,13,145,0.00000000000000,-1000.00000000000000
14,45,13,145,-0.00000000000000,1000.00000000000000
13,145,14,45,-0.00000000000000,1000.00000000000000
14,45,14,45,94.11764705882355,-2442.97541490196090
22,44,14,45,-94.11764705882355,1443.13725490196089
